IdNumber,Name,Province,EstablishedDate,ClosingDate,PageError,ParsingError
7131,Fort Erie Sub #2,Ontario,1954-06-03T00:00:00Z,1969-07-10T00:00:00Z,,
7132,Franklin Corners,Ontario,1899-11-01T00:00:00Z,1908-01-11T00:00:00Z,,
7134,Gagnon,Ontario,1906-02-01T00:00:00Z,1931-10-17T00:00:00Z,,
7135,Garden Island,Ontario,1868-04-01T00:00:00Z,1961-09-15T00:00:00Z,,
7136,Glascott,Ontario,1863-09-01T00:00:00Z,1914-07-31T00:00:00Z,,
7137,Glendale Station,Ontario,1937-07-01T00:00:00Z,1941-05-06T00:00:00Z,,
7138,Glenelg Centre,Ontario,1909-03-02T00:00:00Z,1913-08-31T00:00:00Z,,
7139,Village St. Joseph,New Brunswick,1923-09-01T00:00:00Z,1927-03-31T00:00:00Z,,
7140,Wapske,New Brunswick,1908-10-16T00:00:00Z,1949-02-08T00:00:00Z,,
7141,South Devon,New Brunswick,1873-11-01T00:00:00Z,,,
7142,South Side of Cocagne River,New Brunswick,1885-05-01T00:00:00Z,1897-06-30T00:00:00Z,,
7143,Speerville,New Brunswick,1878-06-01T00:00:00Z,1912-11-30T00:00:00Z,,
7144,West Oromocto,New Brunswick,1909-01-01T00:00:00Z,,,
7145,Whittiers Ridge,New Brunswick,1912-05-01T00:00:00Z,1914-03-31T00:00:00Z,,
7146,Temperance Vale,New Brunswick,1912-05-15T00:00:00Z,1925-06-30T00:00:00Z,,
7148,Geoffroy,Quebec,1934-08-02T00:00:00Z,1959-05-30T00:00:00Z,,
7149,Choisy,Quebec,1893-09-01T00:00:00Z,1958-12-06T00:00:00Z,,
7150,Christ-Roi,Quebec,1938-03-29T00:00:00Z,1944-08-21T00:00:00Z,,
7151,Glenelm,Quebec,1910-07-01T00:00:00Z,,,
7152,Chutes Péribonka,Quebec,1904-03-01T00:00:00Z,,,
7153,Chute Rouge,Quebec,1922-09-11T00:00:00Z,1949-08-31T00:00:00Z,,
7154,Blair Athol,New Brunswick,1875-01-01T00:00:00Z,1955-11-21T00:00:00Z,,
7155,Bon Accord,New Brunswick,1885-04-01T00:00:00Z,1939-11-30T00:00:00Z,,
7158,Centre Acadie,New Brunswick,1892-10-01T00:00:00Z,1960-06-25T00:00:00Z,,
7159,Centre Napan,New Brunswick,1919-12-01T00:00:00Z,1969-04-30T00:00:00Z,,
7160,Glenfield,Ontario,1894-12-01T00:00:00Z,1929-11-16T00:00:00Z,,
7161,Glen Meyer,Ontario,1865-03-01T00:00:00Z,1975-03-31T00:00:00Z,,
7162,Glenpayne,Ontario,1896-09-01T00:00:00Z,1915-01-31T00:00:00Z,,
7163,Marathon,Ontario,1864-10-01T00:00:00Z,1913-04-02T00:00:00Z,,
7164,Marksville,Ontario,1878-07-01T00:00:00Z,,,
7165,Massie,Ontario,1864-04-01T00:00:00Z,1914-08-01T00:00:00Z,,
7166,Mayfair,Ontario,1869-09-01T00:00:00Z,1870-04-07T00:00:00Z,,
7168,Tilley,New Brunswick,1878-03-01T00:00:00Z,1939-01-31T00:00:00Z,,
7172,Little Bartibog,New Brunswick,1891-10-01T00:00:00Z,1959-10-31T00:00:00Z,,
7174,Gosselin's Mills,Quebec,1897-05-01T00:00:00Z,1915-06-21T00:00:00Z,,
7175,Gracefield,Quebec,1883-08-01T00:00:00Z,,,
7176,Cité de Jacques - Cartier Sub no.20,Quebec,1952-05-27T00:00:00Z,1964-06-23T00:00:00Z,,
7177,Granby B.A. no. 11,Quebec,1976-01-27T00:00:00Z,,,
7178,Cité-de-Jacques-Cartier Sub no.25,Quebec,1965-02-15T00:00:00Z,1967-09-15T00:00:00Z,,
7179,Cité-de-Jacques-Cartier Sub no.34,Quebec,1967-01-25T00:00:00Z,,,
7180,Grande Grève,Quebec,1852-01-06T00:00:00Z,,,
7181,Chaplin Road,New Brunswick,1910-04-01T00:00:00Z,1957-05-25T00:00:00Z,,
7183,Claire Fontaine,New Brunswick,1907-11-18T00:00:00Z,1955-05-31T00:00:00Z,,
7187,Glen Tay,Ontario,1867-08-01T00:00:00Z,1899-05-22T00:00:00Z,,
7188,Glenwater,Ontario,1918-09-01T00:00:00Z,1962-03-02T00:00:00Z,,
7189,Gordon Rapids,Ontario,1913-02-01T00:00:00Z,1921-04-19T00:00:00Z,,
7190,Goulais River,Ontario,1891-01-01T00:00:00Z,1944-12-31T00:00:00Z,,
7191,Granger,Ontario,1880-11-01T00:00:00Z,1914-12-31T00:00:00Z,,
7192,Green Park,Ontario,1908-10-01T00:00:00Z,1914-06-01T00:00:00Z,,
7193,Greystead,Ontario,1874-10-01T00:00:00Z,1894-08-01T00:00:00Z,,
7194,Groveton,Ontario,1886-08-01T00:00:00Z,1913-08-25T00:00:00Z,,
7195,Hadlington,Ontario,1899-09-01T00:00:00Z,1948-06-02T00:00:00Z,,
7196,Hayburn,Ontario,1886-10-01T00:00:00Z,1914-02-28T00:00:00Z,,
7197,Whiteside,Ontario,1886-02-01T00:00:00Z,1966-09-15T00:00:00Z,,
7198,Widdifield,Ontario,1902-12-01T00:00:00Z,1905-12-23T00:00:00Z,,
7199,Wilbur,Ontario,1901-07-01T00:00:00Z,1913-06-30T00:00:00Z,,
7200,Seaforth,Ontario,1859-12-01T00:00:00Z,,,
7201,Sombra,Ontario,1851-08-06T00:00:00Z,,,
7202,High Hill,Saskatchewan,1912-08-01T00:00:00Z,1965-04-30T00:00:00Z,,
7203,Hodgeville,Saskatchewan,1908-07-01T00:00:00Z,,,
7204,Hyas,Saskatchewan,1912-06-01T00:00:00Z,,,
7205,Iron Bridge,Ontario,1889-12-01T00:00:00Z,,,
7206,Morrison Landing,Ontario,1960-08-17T00:00:00Z,,,
7207,Québec-Les Saules,Quebec,1882-10-01T00:00:00Z,,,
7208,St. Léonard d'Aston,Quebec,1867-08-01T00:00:00Z,,,
7209,St. Lin,Quebec,1847-07-06T00:00:00Z,1849-10-05T00:00:00Z,,
7210,St. Louis de Courville,Quebec,1873-04-01T00:00:00Z,,,
7211,Hamilton Sub #38,Ontario,1967-05-24T00:00:00Z,1974-05-02T00:00:00Z,,
7212,Ancaster Sub #2,Ontario,1966-11-02T00:00:00Z,1970-05-21T00:00:00Z,,
7213,Stoney Creek Sub #1,Ontario,1960-06-16T00:00:00Z,,,
7214,Cranberry Portage,Manitoba,1928-08-25T00:00:00Z,,,
7215,Crandall,Manitoba,1884-03-01T00:00:00Z,,,
7216,Hyde Park,Manitoba,1902-06-01T00:00:00Z,1920-01-31T00:00:00Z,,
7217,Joly,Manitoba,1879-10-01T00:00:00Z,,,
7218,Tara,Ontario,1862-03-01T00:00:00Z,,,
7219,Vineland,Ontario,1894-03-01T00:00:00Z,,,
7220,Waterford Retail Postal Outlet #1,Ontario,1840-08-06T00:00:00Z,,,
7221,Noelville,Ontario,1904-11-11T00:00:00Z,,,
7222,Hamilton Sub #37,Ontario,1964-10-20T00:00:00Z,,,
7224,Whitewater,Manitoba,1889-05-01T00:00:00Z,1964-07-15T00:00:00Z,,
7225,St. Louis de Masham,Quebec,1926-03-15T00:00:00Z,1945-05-26T00:00:00Z,,
7226,West Brome,Quebec,1852-03-06T00:00:00Z,,,
7227,Westbury,Quebec,1853-01-01T00:00:00Z,1913-10-15T00:00:00Z,,
7228,Ste. Lucie de Beauregard,Quebec,1912-04-01T00:00:00Z,,,
7229,Montréal Sub no.159,Quebec,1954-05-03T00:00:00Z,1954-12-16T00:00:00Z,,
7230,Hamilton Sub #23,Ontario,1936-11-16T00:00:00Z,,,
7231,Crewe,Manitoba,1884-08-01T00:00:00Z,1906-09-30T00:00:00Z,,
7232,Carmichael,Saskatchewan,1908-06-01T00:00:00Z,1976-07-10T00:00:00Z,,
7233,Cavalier,Saskatchewan,1906-11-01T00:00:00Z,1914-05-31T00:00:00Z,,
7234,Chaplin,Saskatchewan,1907-04-01T00:00:00Z,,,
7235,West Lorne,Ontario,1873-01-01T00:00:00Z,,,
7237,Elmira,Ontario,1849-08-06T00:00:00Z,,,
7238,New Hamburg,Ontario,1851-05-06T00:00:00Z,,,
7239,Winnipeg Beach,Manitoba,1904-03-11T00:00:00Z,,,
7240,Innes,Saskatchewan,1912-08-15T00:00:00Z,1963-10-31T00:00:00Z,,
7241,Insinger,Saskatchewan,1907-09-01T00:00:00Z,,,
7242,Montréal Sub no.189,Quebec,1887-06-01T00:00:00Z,,,
7243,Hull-Val-Tétreau,Quebec,1887-02-01T00:00:00Z,1888-08-20T00:00:00Z,,
7244,Montréal Sub no.192,Quebec,1955-11-09T00:00:00Z,,,
7245,Levis-South Québec Sub,Quebec,1858-06-01T00:00:00Z,1964-01-31T00:00:00Z,,
7246,Rivière Verte,Quebec,1864-06-01T00:00:00Z,,,
7247,Rollet,Quebec,1933-07-11T00:00:00Z,,,
7248,Chitek,Saskatchewan,1933-12-16T00:00:00Z,,,
7249,Toronto - Leaside,Ontario,1893-10-01T00:00:00Z,,,
7250,Toronto Sub Office #1,Ontario,1912-02-15T00:00:00Z,1945-05-03T00:00:00Z,,
7251,Netly,Manitoba,1890-12-01T00:00:00Z,1969-10-21T00:00:00Z,,
7252,Muir,Manitoba,1912-11-01T00:00:00Z,1969-04-30T00:00:00Z,,
7253,Ninette,Manitoba,1884-01-01T00:00:00Z,,,
7254,Ninga,Manitoba,1889-12-01T00:00:00Z,1986-07-31T00:00:00Z,,
7255,Kennell,Saskatchewan,1893-02-01T00:00:00Z,1921-08-13T00:00:00Z,,
7256,Kilronan,Saskatchewan,1912-08-01T00:00:00Z,1956-10-17T00:00:00Z,,
7257,Kincorth,Saskatchewan,1905-08-01T00:00:00Z,1948-03-31T00:00:00Z,,
7258,North Bay Ferris Sub,Ontario,1920-07-10T00:00:00Z,1965-07-02T00:00:00Z,,
7259,Bagot,Manitoba,1893-03-01T00:00:00Z,,,
7260,Decker,Manitoba,1884-09-01T00:00:00Z,,,
7261,Deepdale,Manitoba,1907-08-01T00:00:00Z,1970-05-27T00:00:00Z,,
7262,Tourond,Manitoba,1950-04-11T00:00:00Z,1952-05-15T00:00:00Z,,
7263,Toronto Sub Office #2,Ontario,1912-02-06T00:00:00Z,1926-06-08T00:00:00Z,,
7264,Toronto Sub #76,Ontario,1933-02-17T00:00:00Z,1966-10-11T00:00:00Z,,
7265,Toronto Sub #103,Ontario,1912-02-15T00:00:00Z,1952-06-21T00:00:00Z,,
7266,London Sub #4,Ontario,1972-12-05T00:00:00Z,1975-04-01T00:00:00Z,,
7267,Oakhurst,Manitoba,1923-02-01T00:00:00Z,1924-10-09T00:00:00Z,,
7268,Oak Point,Manitoba,1896-06-01T00:00:00Z,,,
7269,Fanford,Saskatchewan,1915-10-01T00:00:00Z,1934-09-21T00:00:00Z,,
7270,Fournierville,Saskatchewan,1911-04-01T00:00:00Z,1932-11-05T00:00:00Z,,
7271,Williamsford Station,Ontario,1874-06-01T00:00:00Z,,,
7272,Willowdale Sub #12,Ontario,1962-01-05T00:00:00Z,1967-05-31T00:00:00Z,,
7273,Wilmur,Ontario,1861-10-01T00:00:00Z,1876-09-30T00:00:00Z,,
7274,Phelpston,Ontario,1871-07-01T00:00:00Z,,,
7275,Perkinsfield,Ontario,1880-11-01T00:00:00Z,,,
7276,River Drive Park,Ontario,1949-07-25T00:00:00Z,,,
7277,Schumacher,Ontario,1910-12-01T00:00:00Z,,,
7278,Sourisburg,Manitoba,1882-03-01T00:00:00Z,,,
7279,Stephenfield,Manitoba,1886-10-01T00:00:00Z,,,
7280,Swan River,Manitoba,1899-11-01T00:00:00Z,,,
7281,Niagara Falls Sub #5,Ontario,1953-04-01T00:00:00Z,1970-10-01T00:00:00Z,,
7282,Kirkness,Manitoba,1911-02-01T00:00:00Z,1970-11-06T00:00:00Z,,
7283,Grandview,Manitoba,1901-03-01T00:00:00Z,,,
7284,Windsor Sub #33,Ontario,1927-03-24T00:00:00Z,1962-06-29T00:00:00Z,,
7285,Wisbeach,Ontario,1854-02-01T00:00:00Z,1913-11-30T00:00:00Z,,
7286,Stratford,Ontario,1835-10-06T00:00:00Z,,,
7287,Cedarville,Ontario,1861-07-01T00:00:00Z,1970-08-04T00:00:00Z,,
7288,Seagrove,Ontario,1873-10-01T00:00:00Z,,,
7289,Sprucedale,Ontario,1885-01-01T00:00:00Z,,,
7290,Mississauga Sub #12,Ontario,1956-04-03T00:00:00Z,1956-11-08T00:00:00Z,,
7291,Mississauga Sub #20,Ontario,1971-09-07T00:00:00Z,,,
7292,Oshawa Sub #3,Ontario,1947-10-01T00:00:00Z,,,
7293,Oakville Sub #8,Ontario,1962-01-08T00:00:00Z,,,
7294,Stuartburn,Manitoba,1884-12-01T00:00:00Z,,,
7295,Allan,Saskatchewan,1904-09-01T00:00:00Z,,,
7296,Macrorie,Saskatchewan,1912-03-01T00:00:00Z,,,
7297,Magyar,Saskatchewan,1910-06-01T00:00:00Z,,,
7298,Maidstone,Saskatchewan,1905-06-01T00:00:00Z,,,
7299,Marean Lake,Saskatchewan,1939-10-23T00:00:00Z,1958-06-06T00:00:00Z,,
7300,Christopher Lake,Saskatchewan,1925-03-16T00:00:00Z,,,
7301,Madeline,Manitoba,1912-07-01T00:00:00Z,1920-08-31T00:00:00Z,,
7302,Creelman,Saskatchewan,1904-04-01T00:00:00Z,,,
7303,Cressman,Saskatchewan,1906-03-01T00:00:00Z,1911-06-30T00:00:00Z,,
7304,Crichton,Saskatchewan,1914-10-12T00:00:00Z,1970-04-24T00:00:00Z,,
7305,Dalzell,Saskatchewan,1913-07-01T00:00:00Z,1913-12-01T00:00:00Z,,
7306,Port Alma,Ontario,1885-01-01T00:00:00Z,1914-06-01T00:00:00Z,,
7307,Belwood,Ontario,1851-05-06T00:00:00Z,,,
7308,Branchton,Ontario,1852-08-06T00:00:00Z,,,
7309,Desboro,Ontario,1869-09-01T00:00:00Z,,,
7310,Pontypool,Ontario,1881-04-01T00:00:00Z,,,
7311,Pulp River,Manitoba,1928-07-03T00:00:00Z,1954-04-30T00:00:00Z,,
7312,Thompson Sub No. 1,Manitoba,1969-04-16T00:00:00Z,,,
7313,Sharpewood,Manitoba,1916-08-01T00:00:00Z,1955-04-22T00:00:00Z,,
7314,Winnipeg Sub No. 8,Manitoba,1906-02-01T00:00:00Z,1915-01-22T00:00:00Z,,
7315,Winnipeg Sub No. 16,Manitoba,1922-07-07T00:00:00Z,1924-02-14T00:00:00Z,,
7316,Kisbey,Saskatchewan,1905-05-01T00:00:00Z,,,
7317,Marieval,Saskatchewan,1909-07-01T00:00:00Z,1979-12-01T00:00:00Z,,
7318,Restoule,Ontario,1878-07-01T00:00:00Z,,,
7319,Oxbow Park,Ontario,1939-07-17T00:00:00Z,,,
7320,Debrecan,Saskatchewan,1912-08-01T00:00:00Z,1916-10-30T00:00:00Z,,
7321,Deer Lodge,Saskatchewan,1904-12-01T00:00:00Z,1924-01-31T00:00:00Z,,
7322,Virginia,Ontario,1874-04-01T00:00:00Z,1957-01-18T00:00:00Z,,
7323,Windsor Sub #16,Ontario,1947-06-30T00:00:00Z,,,
7324,Windsor Sub #35,Ontario,1968-01-17T00:00:00Z,1977-08-26T00:00:00Z,,
7325,Ayton,Ontario,1857-03-01T00:00:00Z,,,
7326,Eden,Ontario,1854-06-01T00:00:00Z,,,
7327,Lyonshall,Manitoba,1884-04-01T00:00:00Z,1906-01-08T00:00:00Z,,
7328,Orange Ridge,Manitoba,1883-01-01T00:00:00Z,1905-12-02T00:00:00Z,,
7329,Pelican Rapids,Manitoba,1909-11-01T00:00:00Z,1944-07-10T00:00:00Z,,
7330,Furness,Saskatchewan,1913-01-01T00:00:00Z,1970-02-27T00:00:00Z,,
7331,Krauss,Saskatchewan,1907-09-16T00:00:00Z,,,
7332,Lampard,Saskatchewan,1946-01-04T00:00:00Z,1970-05-29T00:00:00Z,,
7333,Layco,Saskatchewan,1926-01-01T00:00:00Z,1958-06-30T00:00:00Z,,
7334,St. Marc,Quebec,1852-05-06T00:00:00Z,,,
7335,St. Elzear de Bonaventure,Quebec,1924-11-01T00:00:00Z,,,
7336,St. Elzéar de Témiscouata,Quebec,1932-12-13T00:00:00Z,,,
7337,Dennis Lake,Manitoba,1913-03-01T00:00:00Z,1916-10-30T00:00:00Z,,
7338,Camper,Manitoba,1912-12-01T00:00:00Z,1985-01-11T00:00:00Z,,
7339,Altona,Manitoba,1895-11-01T00:00:00Z,,,
7340,Dundee,Manitoba,1879-11-01T00:00:00Z,1927-11-30T00:00:00Z,,
7341,Dynevor,Manitoba,1871-07-01T00:00:00Z,1891-11-01T00:00:00Z,,
7342,Eden,Manitoba,1879-10-01T00:00:00Z,,,
7343,Belmont,Ontario,1853-04-01T00:00:00Z,,,
7344,Clifford,Ontario,1856-02-01T00:00:00Z,,,
7345,Melbourne,Manitoba,1884-02-01T00:00:00Z,1887-07-12T00:00:00Z,,
7346,Merridale,Manitoba,1909-08-01T00:00:00Z,1970-07-16T00:00:00Z,,
7347,Gainsborough,Saskatchewan,1884-04-01T00:00:00Z,,,
7348,Gillespie,Saskatchewan,1916-05-01T00:00:00Z,1965-06-15T00:00:00Z,,
7349,Gladmar,Saskatchewan,1911-05-01T00:00:00Z,,,
7350,Glen Valley,Saskatchewan,1899-12-01T00:00:00Z,1910-12-09T00:00:00Z,,
7351,St. Epiphane,Quebec,1860-09-01T00:00:00Z,,,
7352,Ste. Eulalie,Quebec,1879-02-01T00:00:00Z,,,
7353,St. Evariste de Forsyth,Quebec,1859-01-01T00:00:00Z,,,
7354,Ste. Félicité Ouest,Quebec,1928-05-07T00:00:00Z,1950-10-28T00:00:00Z,,
7355,St. Félix D'Otis,Quebec,1926-07-01T00:00:00Z,,,
7356,Thunder Bay Sub #30,Ontario,1917-08-01T00:00:00Z,1923-12-31T00:00:00Z,,
7357,Annaheim,Saskatchewan,1904-10-01T00:00:00Z,,,
7358,Arabella,Saskatchewan,1909-07-01T00:00:00Z,1925-07-11T00:00:00Z,,
7359,Artland,Saskatchewan,1909-04-01T00:00:00Z,1969-04-30T00:00:00Z,,
7360,Asquith,Saskatchewan,1907-02-01T00:00:00Z,,,
7361,Atlas,Saskatchewan,1911-07-01T00:00:00Z,1931-03-31T00:00:00Z,,
7362,Methven,Manitoba,1891-04-01T00:00:00Z,1964-10-31T00:00:00Z,,
7363,Guynemer,Manitoba,1917-12-01T00:00:00Z,1936-10-31T00:00:00Z,,
7364,Millford,Manitoba,1880-11-01T00:00:00Z,1892-02-28T00:00:00Z,,
7365,Lena,Manitoba,1872-01-01T00:00:00Z,1976-07-06T00:00:00Z,,
7366,Goodwater,Saskatchewan,1911-03-01T00:00:00Z,1985-11-22T00:00:00Z,,
7367,Wyandotte,Ontario,1863-06-01T00:00:00Z,1909-02-19T00:00:00Z,,
7368,Yarmouth Centre,Ontario,1863-12-01T00:00:00Z,1954-11-15T00:00:00Z,,
7369,Zenda,Ontario,1895-11-01T00:00:00Z,1914-09-01T00:00:00Z,,
7370,Ste. Flore,Quebec,1857-11-01T00:00:00Z,1858-07-01T00:00:00Z,,
7371,Pointe au Bouleau,Quebec,1851-12-06T00:00:00Z,1860-07-01T00:00:00Z,,
7372,Pointe aux Outardes,Quebec,1901-09-01T00:00:00Z,,,
7373,Ste. Geneviève Sub no.4,Quebec,1949-04-01T00:00:00Z,1959-06-29T00:00:00Z,,
7374,Bangor,Saskatchewan,1909-03-01T00:00:00Z,,,
7375,Medstead,Saskatchewan,1911-01-01T00:00:00Z,,,
7376,Meota,Saskatchewan,1910-06-15T00:00:00Z,,,
7377,Middleton Hill,Saskatchewan,1904-04-01T00:00:00Z,1932-02-29T00:00:00Z,,
7378,Milestone,Saskatchewan,1900-05-01T00:00:00Z,,,
7379,Millville,Saskatchewan,1905-08-01T00:00:00Z,,,
7380,Minnehaha,Saskatchewan,1911-03-01T00:00:00Z,1927-03-31T00:00:00Z,,
7381,Dernic,Saskatchewan,1929-10-01T00:00:00Z,1949-07-29T00:00:00Z,,
7382,Drumague,Saskatchewan,1906-03-01T00:00:00Z,1909-03-30T00:00:00Z,,
7383,Dunleath,Saskatchewan,1917-06-01T00:00:00Z,1970-07-31T00:00:00Z,,
7384,Earl,Saskatchewan,1915-10-01T00:00:00Z,1932-11-02T00:00:00Z,,
7385,Wallbridge,Ontario,1863-07-01T00:00:00Z,1913-03-31T00:00:00Z,,
7386,Walmer,Ontario,1854-10-01T00:00:00Z,,,
7387,Wanstead,Ontario,1859-08-01T00:00:00Z,1969-11-07T00:00:00Z,,
7388,Arnstein,Ontario,1886-09-01T00:00:00Z,,,
7389,Borden,Ontario,1920-12-21T00:00:00Z,,,
7390,St. Gérard d'Yamaska,Quebec,1907-03-01T00:00:00Z,1970-03-31T00:00:00Z,,
7391,Ste. Gertrude,Quebec,1852-04-06T00:00:00Z,,,
7392,St. Gilles,Quebec,1845-07-06T00:00:00Z,,,
7393,Ste. Hélène de Chester,Quebec,1879-05-01T00:00:00Z,,,
7394,Rivière Cabano,Quebec,1935-05-17T00:00:00Z,1949-09-05T00:00:00Z,,
7395,Rivière Colombier,Quebec,1937-04-19T00:00:00Z,,,
7396,Montreal Lake,Saskatchewan,1911-06-01T00:00:00Z,,,
7397,Nestor Falls,Ontario,1935-08-23T00:00:00Z,,,
7398,Savant Lake,Ontario,1920-01-01T00:00:00Z,,,
7399,Wartburg,Ontario,1861-10-01T00:00:00Z,1863-09-18T00:00:00Z,,
7400,Watson's Corners,Ontario,1852-04-06T00:00:00Z,1952-02-29T00:00:00Z,,
7401,Wa Wa Hotel,Ontario,1921-08-29T00:00:00Z,1923-08-18T00:00:00Z,,
7402,Wellburn,Ontario,1888-04-01T00:00:00Z,1912-11-11T00:00:00Z,,
7403,Wellman's Corners,Ontario,1853-10-01T00:00:00Z,1913-08-31T00:00:00Z,,
7404,Flesherton,Ontario,1851-07-06T00:00:00Z,,,
7405,Gowanstown,Ontario,1863-05-01T00:00:00Z,,,
7406,Laurel,Ontario,1861-08-01T00:00:00Z,,,
7408,Pointe Gatineau,Quebec,1846-07-06T00:00:00Z,,,
7409,St. Jacques,Quebec,1835-10-06T00:00:00Z,,,
7410,St. Jacques Nord,Quebec,1903-08-01T00:00:00Z,1915-05-31T00:00:00Z,,
7411,South Gillies,Ontario,1906-04-01T00:00:00Z,1988-07-03T00:00:00Z,,
7412,Pike Bay,Ontario,1878-01-01T00:00:00Z,1935-07-27T00:00:00Z,,
7413,Sudbury - Minnow Lake,Ontario,1935-05-20T00:00:00Z,1954-07-15T00:00:00Z,,
7415,Grand Valley,Ontario,1860-11-01T00:00:00Z,,,
7416,Mooretown,Ontario,1837-02-06T00:00:00Z,,,
7417,Ravenna,Ontario,1864-06-01T00:00:00Z,,,
7418,Stokes Bay,Ontario,1878-09-01T00:00:00Z,,,
7419,Ste. Marguerite Marie,Quebec,1917-06-01T00:00:00Z,,,
7420,Pointe Séche (S.O.),Quebec,1880-08-01T00:00:00Z,1895-05-31T00:00:00Z,,
7421,Poltimore,Quebec,1881-01-01T00:00:00Z,,,
7422,Adanac,Ontario,1925-07-01T00:00:00Z,1951-08-31T00:00:00Z,,
7424,Adjala,Ontario,1841-07-06T00:00:00Z,1855-07-01T00:00:00Z,,
7425,Admaston,Ontario,1848-04-06T00:00:00Z,1925-08-15T00:00:00Z,,
7426,Admaston Station,Ontario,1908-03-01T00:00:00Z,,,
7427,Adolphe,Ontario,1892-09-01T00:00:00Z,,,
7428,Adrian,Ontario,1908-03-16T00:00:00Z,1913-09-01T00:00:00Z,,
7429,Advance,Ontario,1908-07-24T00:00:00Z,1937-04-30T00:00:00Z,,
7430,Agate,Ontario,1918-08-27T00:00:00Z,,,
7431,Agerton,Ontario,1892-04-01T00:00:00Z,1899-07-01T00:00:00Z,,
7432,Aikensville,Ontario,1909-04-01T00:00:00Z,1912-08-31T00:00:00Z,,
7433,Airlie,Ontario,1869-07-01T00:00:00Z,1914-04-30T00:00:00Z,,
7434,Algonquin Park,Ontario,1897-09-01T00:00:00Z,,,
7435,Allandale,Ontario,1859-06-01T00:00:00Z,,,
7436,Allandale Mills,Ontario,1860-05-01T00:00:00Z,,,
7437,Allan Park,Ontario,1855-01-01T00:00:00Z,1922-08-15T00:00:00Z,,
7438,Allans Mills,Ontario,1872-09-01T00:00:00Z,1914-02-07T00:00:00Z,,
7441,Allard Mill,Ontario,1926-07-27T00:00:00Z,1926-09-29T00:00:00Z,,
7442,Allen,Ontario,1890-12-01T00:00:00Z,1914-12-31T00:00:00Z,,
7443,Allensville,Ontario,1871-11-01T00:00:00Z,1957-01-31T00:00:00Z,,
7444,Alliance,Ontario,1878-04-01T00:00:00Z,1879-09-01T00:00:00Z,,
7445,Allsaw,Ontario,1885-11-01T00:00:00Z,1942-03-14T00:00:00Z,,
7446,Alma Heights,Ontario,1902-05-19T00:00:00Z,1905-12-29T00:00:00Z,,
7447,Almira,Ontario,1857-01-01T00:00:00Z,1915-03-31T00:00:00Z,,
7448,Alnwick,Ontario,1846-10-06T00:00:00Z,1859-04-26T00:00:00Z,,
7449,Alport,Ontario,1863-12-01T00:00:00Z,1924-09-30T00:00:00Z,,
7450,Alsfeldt,Ontario,1875-07-01T00:00:00Z,1915-01-31T00:00:00Z,,
7451,Althorpe,Ontario,1877-04-01T00:00:00Z,1915-06-19T00:00:00Z,,
7452,Altona,Ontario,1853-06-01T00:00:00Z,1916-09-16T00:00:00Z,,
7453,Amaranth Station,Ontario,1874-05-01T00:00:00Z,1951-03-09T00:00:00Z,,
7454,Amber,Ontario,1892-06-01T00:00:00Z,1915-01-01T00:00:00Z,,
7455,Ambleside,Ontario,1869-06-01T00:00:00Z,1885-02-01T00:00:00Z,,
7456,Ambrose,Ontario,1908-08-14T00:00:00Z,1919-02-28T00:00:00Z,,
7457,Ames,Ontario,1938-06-25T00:00:00Z,1931-09-14T00:00:00Z,,
7458,Airy,Ontario,1925-03-02T00:00:00Z,1935-01-31T00:00:00Z,,
7459,Ajax Sub No.1,Ontario,1969-05-26T00:00:00Z,,,
7460,Alba,Ontario,1894-03-01T00:00:00Z,1912-08-03T00:00:00Z,,
7461,Albert,Ontario,1874-01-01T00:00:00Z,1914-09-01T00:00:00Z,,
7462,Albion,Ontario,1907-10-01T00:00:00Z,1958-09-30 Perm.,,
7463,Port Cartier Ouest,Quebec,1916-06-01T00:00:00Z,,,
7464,Poupore,Quebec,1888-10-01T00:00:00Z,1953-11-07T00:00:00Z,,
7465,St. Jérôme Sub no.3,Quebec,1949-10-14T00:00:00Z,1959-10-09T00:00:00Z,,
7466,Sioux Lookout,Ontario,1911-02-20T00:00:00Z,,,
7467,Brantford Sub #5,Ontario,1960-07-18T00:00:00Z,1967-05-31T00:00:00Z,,
7468,Burlington Sub #2,Ontario,1960-05-02T00:00:00Z,,,
7471,Guelph Sub #10,Ontario,1960-02-01T00:00:00Z,1963-05-23T00:00:00Z,,
7472,Oil Springs,Ontario,1859-04-01T00:00:00Z,,,
7473,Port Lambton,Ontario,1871-11-01T00:00:00Z,,,
7474,Moline,Manitoba,1883-04-01T00:00:00Z,,,
7475,Morse Place,Manitoba,1913-01-01T00:00:00Z,,,
7476,Burwash,Ontario,1927-06-01T00:00:00Z,,,
7477,Colgan,Ontario,1879-06-01T00:00:00Z,,,
7478,Brocks Beach,Ontario,1934-06-06T00:00:00Z,,,
7480,Downsview Sub #4,Ontario,1949-07-15T00:00:00Z,,,
7481,St. Jogues Sud,Quebec,1939-06-03T00:00:00Z,1970-09-10T00:00:00Z,,
7482,Ste. Marie de Ste. Marthe,Quebec,1902-05-01T00:00:00Z,1904-02-01T00:00:00Z,,
7483,St. Jude,Quebec,1851-10-06T00:00:00Z,,,
7484,Ste. Julienne,Quebec,1853-11-01T00:00:00Z,,,
7485,St. Mathias,Quebec,1846-01-06T00:00:00Z,,,
